Data_Hora;temp_telha;temp_grama;temp_amendoim;ur_grama;vazao
2026-04-20 00:00:00;1,3174376155939542;15,931507443497644;18,235265689441388;100,0;0,0
2026-04-20 00:01:00;1,2764409205016762;15,893694872947894;17,962580652741877;100,0;0,0
2026-04-20 00:02:00;1,3751911861808774;15,742280179186144;17,97896536594707;100,0;0,0
2026-04-20 00:03:00;0,8920417306860255;16,5904259962894;18,23244474126145;100,0;0,0
2026-04-20 00:04:00;0,5826299106098616;15,683293757095258;18,333840162696642;100,0;0,0
2026-04-20 00:05:00;0,923085589643822;15,990894671101607;17,73583602064257;100,0;0,0
2026-04-20 00:06:00;1,5191059510352507;15,497431761556227;18,28556096513628;100,0;0,0
2026-04-20 00:07:00;1,0707094221695146;16,022634218665413;18,2348559697529;100,0;0,0
2026-04-20 00:08:00;1,1506621619324586;16,126235113137675;18,60128616374385;100,0;0,0
2026-04-20 00:09:00;1,3741619325336605;15,844939644690099;18,505095716146265;100,0;0,0
2026-04-20 00:10:00;1,192279295064697;16,07360882854026;18,16911165133756;100,0;0,0
2026-04-20 00:11:00;1,0906252446689335;15,867260714498753;18,03651950386215;100,0;0,0
2026-04-20 00:12:00;0,7193345123470056;15,822948196599151;17,939105461028195;100,0;0,0
2026-04-20 00:13:00;0,3499415317672644;16,280569617983044;18,132886175958777;100,0;0,0
2026-04-20 00:14:00;1,4291323111294227;15,963268891219515;18,279584941766167;100,0;0,0
2026-04-20 00:15:00;1,0552604973262696;15,977065980637127;17,834967400316977;100,0;0,0
2026-04-20 00:16:00;1,9493201242520495;15,679943476200236;18,427664081216676;100,0;0,0
2026-04-20 00:17:00;0,9101440764615472;16,171801104113783;18,338967276718584;100,0;0,0
2026-04-20 00:18:00;1,3598615070493283;16,201302267649098;18,340010342319495;100,0;0,0
2026-04-20 00:19:00;1,5909877060933586;16,274870965320154;18,50076570026573;100,0;0,0
2026-04-20 00:20:00;1,1441711344915946;16,084925369237936;18,51504822260339;100,0;0,0
